joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
0.242571,-0.438114,0.081500,-0.724024,-0.849463,0.092851,0.288477,-0.220116,-0.001004,-0.742580,0.615023,0.276712,0.368957,-0.071908,0.123118,0.296462,-0.066647,-0.107441,-0.022064,0.231172,-0.645804,-1.698620,-1.074319,-1.223389,1.199109,-0.238244,-0.246107,0.256338,-0.649008
0.213318,-0.490096,0.114668,-0.707883,-0.858018,0.069441,0.218846,-0.308292,-0.000276,-0.722877,0.676861,0.286529,0.339025,-0.016263,0.082006,0.318204,-0.066554,-0.081350,-0.071330,0.302566,-0.701554,-1.886737,-1.372234,-1.330877,1.303406,-0.248882,-0.340661,0.274516,-0.682194
0.154811,-0.594060,0.181004,-0.675599,-0.875129,0.022619,0.079585,-0.484644,0.001182,-0.683470,0.800537,0.306162,0.279162,0.095026,-0.000219,0.361690,-0.066368,-0.029169,-0.169862,0.445352,-0.813052,-2.262971,-1.968062,-1.545854,1.512001,-0.270156,-0.529771,0.310871,-0.748565
0.146191,-0.507274,0.274177,-0.583176,-0.765391,-0.023864,0.014709,-0.739017,0.005045,-0.689790,0.693620,0.272470,0.206976,0.181529,-0.063394,0.425247,-0.099388,0.015685,-0.131662,0.475492,-0.730774,-2.336314,-2.074366,-1.467224,1.302887,-0.291613,-0.486826,0.427257,-0.630094
0.141881,-0.463881,0.320764,-0.536964,-0.710522,-0.047105,-0.017729,-0.866204,0.006976,-0.692950,0.640161,0.255624,0.170883,0.224781,-0.094981,0.457026,-0.115898,0.038112,-0.112562,0.490562,-0.689635,-2.372986,-2.127517,-1.427910,1.198331,-0.302342,-0.465353,0.485451,-0.570858
0.144385,-0.238668,0.391149,-0.359592,-0.485550,-0.040287,0.092341,-0.966363,-0.058922,-0.682939,0.531390,0.169821,0.024901,0.254695,-0.365185,0.591506,-0.172496,0.022337,-0.005930,0.576153,-0.482013,-2.737334,-2.357647,-1.007742,1.409793,-0.366879,-0.354194,0.481551,-0.064424
0.153406,-0.221795,0.389082,-0.392130,-0.395442,-0.064712,-0.047189,-0.964806,-0.074504,-0.713741,0.498788,0.174488,0.017873,0.249176,-0.334008,0.602697,-0.180585,0.040596,0.038799,0.599456,-0.493846,-2.733044,-2.402343,-0.908089,1.373681,-0.344710,-0.329920,0.426865,0.082538
0.171446,-0.188048,0.384948,-0.457205,-0.215227,-0.113561,-0.326250,-0.961694,-0.105669,-0.775346,0.433583,0.183822,0.003816,0.238139,-0.271654,0.625079,-0.196764,0.077113,0.128259,0.646062,-0.517512,-2.724465,-2.491735,-0.708783,1.301458,-0.300373,-0.281373,0.317491,0.376463
0.213456,0.129639,0.356767,-0.287348,-0.115499,-0.167488,-0.070823,-0.866118,-0.133345,-0.656246,0.502769,0.066865,-0.053736,0.289659,-0.385568,0.585937,-0.207412,0.009246,0.252981,0.596476,-0.379490,-2.865151,-2.537099,-0.596766,1.270969,-0.306090,-0.253792,0.192022,0.338607
0.234460,0.288483,0.342677,-0.202419,-0.065635,-0.194452,0.056890,-0.818331,-0.147183,-0.596697,0.537363,0.008387,-0.082512,0.315419,-0.442525,0.566366,-0.212736,-0.024687,0.315341,0.571682,-0.310479,-2.935494,-2.559780,-0.540758,1.255724,-0.308948,-0.240002,0.129288,0.319679
0.280606,0.485168,0.270267,-0.117814,-0.007562,-0.229811,0.257159,-0.847764,-0.145043,-0.518179,0.562275,-0.066156,-0.012096,0.153672,-0.360774,0.409490,-0.177685,-0.105579,0.431953,0.618535,-0.284504,-3.147491,-2.950931,-1.113154,1.936337,-0.318155,-0.296092,-0.208746,0.583103
0.288999,0.554251,0.271469,-0.118272,-0.004058,-0.240148,0.197860,-0.825151,-0.177596,-0.473537,0.530002,-0.087456,-0.056470,0.124192,-0.282806,0.398535,-0.209744,-0.138316,0.456079,0.618821,-0.292656,-3.087503,-2.833294,-0.965833,1.577252,-0.273560,-0.249640,-0.256298,0.570589
0.305785,0.692416,0.273873,-0.119186,0.002949,-0.260820,0.079261,-0.779925,-0.242701,-0.384255,0.465456,-0.130056,-0.145218,0.065231,-0.126870,0.376626,-0.273862,-0.203791,0.504331,0.619393,-0.308959,-2.967526,-2.598020,-0.671191,0.859081,-0.184372,-0.156736,-0.351403,0.545561
0.197991,0.742869,0.261208,-0.099854,0.040926,-0.276536,0.051929,-0.757106,-0.266862,-0.251856,0.372483,-0.237453,-0.147730,-0.002732,-0.035970,0.170418,-0.123049,-0.298203,0.676925,0.620274,-0.294732,-3.035088,-2.569990,-1.104147,1.474995,-0.322077,-0.293551,-0.438022,0.523370
0.144095,0.768095,0.254875,-0.090188,0.059915,-0.284394,0.038263,-0.745697,-0.278942,-0.185657,0.325996,-0.291151,-0.148985,-0.036714,0.009481,0.067315,-0.047642,-0.345408,0.763222,0.620715,-0.287618,-3.068869,-2.555975,-1.320625,1.782952,-0.390930,-0.361958,-0.481332,0.512275
0.111592,0.805436,0.221901,-0.081247,0.149446,-0.290921,0.132966,-0.572111,-0.261887,-0.095312,-0.246563,-0.330853,-0.302035,-0.106874,0.077582,0.176057,-0.175191,-0.385677,0.867720,0.534986,-0.333848,-2.703256,-2.197231,-0.798687,0.757037,-0.251012,-0.302386,-0.642853,0.082421
0.042633,0.811943,0.235263,-0.066226,0.124306,-0.294856,0.149315,-0.622854,-0.252898,-0.027007,-0.388731,-0.377000,-0.317732,-0.062277,0.113353,0.132140,-0.141590,-0.389611,0.897586,0.498522,-0.285061,-2.601214,-2.125372,-0.767766,0.816129,-0.308658,-0.331527,-0.602773,0.069898
-0.095285,0.824958,0.261987,-0.036182,0.074026,-0.302727,0.182012,-0.724339,-0.234921,0.109604,-0.673066,-0.469292,-0.349124,0.026915,0.184894,0.044307,-0.074387,-0.397479,0.957318,0.425595,-0.187487,-2.397130,-1.981655,-0.705925,0.934314,-0.423950,-0.389808,-0.522614,0.044851
-0.222901,0.747770,0.255733,0.023298,0.129905,-0.307542,0.096926,-0.639812,-0.223299,0.294387,-0.761440,-0.460876,-0.438399,0.051275,0.157220,0.075663,-0.168848,-0.453223,0.843106,0.440754,-0.236025,-2.258191,-1.866339,-0.565368,0.450970,-0.434430,-0.403267,-0.483059,-0.070697
-0.286709,0.709176,0.252606,0.053038,0.157844,-0.309950,0.054384,-0.597549,-0.217488,0.386779,-0.805627,-0.456668,-0.483036,0.063455,0.143384,0.091341,-0.216079,-0.481096,0.786000,0.448334,-0.260293,-2.188721,-1.808681,-0.495089,0.209298,-0.439669,-0.409997,-0.463281,-0.128471
-0.340284,0.744485,0.302279,0.200749,0.241786,-0.307740,0.319828,-0.583861,0.144911,0.487644,-1.319580,-0.649325,-0.719085,0.277644,0.210329,0.020776,-0.246623,-0.345227,0.662671,0.665098,-0.334267,-2.144178,-1.762923,-0.546944,-0.358586,-0.578936,-0.241714,-0.211279,-0.011798
-0.350608,0.612284,0.274734,0.271603,0.259601,-0.267560,0.368424,-0.474405,0.015098,0.513733,-1.172180,-0.529228,-0.618130,0.269828,0.186745,-0.050921,-0.181279,-0.320591,0.597384,0.573542,-0.279796,-1.919153,-1.601159,-0.544452,-0.201555,-0.560653,-0.273077,-0.230664,-0.048481
-0.371256,0.347882,0.219644,0.413310,0.295230,-0.187199,0.465616,-0.255492,-0.244527,0.565911,-0.877380,-0.289034,-0.416221,0.254197,0.139578,-0.194315,-0.050593,-0.271320,0.466810,0.390429,-0.170855,-1.469103,-1.277631,-0.539469,0.112508,-0.524087,-0.335802,-0.269434,-0.121845
-0.432217,0.514904,0.157241,0.592412,0.515111,-0.092787,0.439934,-0.193231,0.080874,0.767912,-1.288476,-0.386984,-0.495900,0.197175,0.253235,-0.172905,-0.058198,-0.244935,0.337151,0.484319,-0.144081,-1.308579,-1.392695,-0.721311,0.734676,-0.467454,-0.377029,-0.292068,-0.098919
-0.462697,0.598414,0.126040,0.681962,0.625051,-0.045581,0.427093,-0.162101,0.243575,0.868912,-1.494024,-0.435959,-0.535740,0.168664,0.310064,-0.162200,-0.062000,-0.231742,0.272322,0.531263,-0.130693,-1.228318,-1.450227,-0.812232,1.045759,-0.439138,-0.397643,-0.303385,-0.087455
-0.424513,0.153872,0.072832,0.750690,0.438517,-0.013133,0.391957,0.168512,-0.129689,0.805347,-0.725854,-0.097802,-0.227553,0.249283,0.271688,-0.415843,0.063953,0.016241,0.182251,0.382297,-0.091232,-0.946437,-1.037925,-0.815350,0.449209,-0.546826,-0.258585,0.157759,0.090604
-0.438895,0.166103,0.026741,0.781395,0.491327,0.042378,0.332282,0.213560,-0.087432,0.840251,-0.705923,-0.103453,-0.225030,0.192016,0.262639,-0.357739,0.030144,0.052103,0.158347,0.357441,-0.081752,-0.848091,-1.015518,-0.796459,0.557356,-0.524835,-0.303875,0.230348,-0.014653
-0.467657,0.190564,-0.065442,0.842805,0.596947,0.153402,0.212932,0.303656,-0.002919,0.910057,-0.666062,-0.114753,-0.219982,0.077483,0.244540,-0.241531,-0.037473,0.123829,0.110540,0.307729,-0.062792,-0.651399,-0.970702,-0.758677,0.773651,-0.480855,-0.394456,0.375527,-0.225168
-0.470913,0.147857,-0.185355,0.786967,0.579693,0.207720,0.152242,0.358952,0.071936,0.908214,-0.554438,-0.135922,-0.166890,0.022776,0.147021,-0.186066,-0.074096,0.190687,0.009621,0.220966,-0.036153,-0.469207,-0.866883,-0.710072,0.788162,-0.382068,-0.345950,0.340967,-0.264479
-0.472541,0.126503,-0.245312,0.759048,0.571066,0.234879,0.121897,0.386600,0.109363,0.907293,-0.498625,-0.146507,-0.140343,-0.004578,0.098262,-0.158333,-0.092407,0.224117,-0.040839,0.177584,-0.022834,-0.378111,-0.814974,-0.685769,0.795418,-0.332675,-0.321697,0.323687,-0.284134
-0.483080,0.050829,-0.472002,0.793395,0.699947,0.341721,0.289672,0.480610,0.108315,0.914598,-0.490197,-0.175763,-0.052907,-0.040907,0.147730,-0.031951,-0.136542,0.386247,-0.100645,0.053945,-0.157302,-0.360194,-0.699021,-0.734242,0.675475,-0.180212,-0.083926,0.031435,0.083180
-0.447461,0.041784,-0.446580,0.706733,0.626144,0.339848,0.171986,0.422930,0.129757,0.860575,-0.407372,-0.149874,0.002833,-0.046794,0.155608,0.014332,-0.165057,0.334447,-0.109454,0.066238,-0.151947,-0.276949,-0.685946,-0.608662,0.662112,-0.127818,-0.097447,0.018130,0.089285
-0.376222,0.023695,-0.395734,0.533409,0.478538,0.336100,-0.063387,0.307572,0.172642,0.752528,-0.241723,-0.098096,0.114314,-0.058567,0.171364,0.106898,-0.222087,0.230846,-0.127072,0.090823,-0.141236,-0.110458,-0.659796,-0.357503,0.635387,-0.023029,-0.124490,-0.008479,0.101494
-0.356656,-0.037529,-0.341244,0.407783,0.475870,0.315069,-0.102998,0.426224,0.134462,0.586664,-0.257533,-0.066538,0.194798,0.033746,0.193757,0.114872,-0.207259,0.153796,-0.100110,0.074878,-0.087309,-0.083033,-0.462861,-0.241596,0.495098,0.005445,-0.052954,-0.053176,0.085978
-0.346874,-0.068141,-0.313999,0.344970,0.474536,0.304554,-0.122804,0.485550,0.115371,0.503732,-0.265438,-0.050759,0.235040,0.079902,0.204953,0.118859,-0.199845,0.115271,-0.086628,0.066906,-0.060346,-0.069320,-0.364393,-0.183642,0.424953,0.019682,-0.017186,-0.075524,0.078220
-0.273849,-0.067154,-0.248528,0.163606,0.376579,0.220123,-0.127209,0.477121,0.093142,0.378576,-0.095458,-0.023102,0.300671,0.036218,0.141301,0.052863,-0.175600,0.040238,-0.068685,0.084925,-0.001571,-0.118968,-0.335460,-0.101320,0.515009,0.024996,-0.014681,-0.073898,0.017504
-0.259246,-0.074752,-0.231926,0.121782,0.335183,0.193488,-0.100909,0.415950,0.083312,0.362484,-0.066428,-0.001879,0.294417,0.016277,0.112344,0.046856,-0.191086,0.029151,-0.073453,0.065263,0.001103,-0.182378,-0.334004,-0.147277,0.465097,0.035188,0.014756,-0.133531,0.069924
-0.230039,-0.089946,-0.198723,0.038133,0.252392,0.140220,-0.048309,0.293609,0.063652,0.330301,-0.008368,0.040568,0.281907,-0.023606,0.054431,0.034841,-0.222059,0.006978,-0.082988,0.025938,0.006452,-0.309196,-0.331092,-0.239192,0.365274,0.055573,0.073630,-0.252799,0.174763
-0.218637,-0.082975,-0.150883,0.008090,0.221299,0.120488,-0.096225,0.234296,0.045253,0.311805,0.007715,0.098071,0.237885,-0.090693,0.039902,0.022650,-0.229636,-0.014208,-0.079948,0.006073,0.000455,-0.299486,-0.287738,-0.214518,0.223806,0.126767,0.106094,-0.323869,0.169296
-0.212935,-0.079490,-0.126964,-0.006931,0.205753,0.110622,-0.120184,0.204640,0.036054,0.302558,0.015756,0.126823,0.215873,-0.124236,0.032638,0.016555,-0.233424,-0.024800,-0.078428,-0.003859,-0.002544,-0.294631,-0.266062,-0.202181,0.153072,0.162365,0.122326,-0.359404,0.166562
-0.209543,-0.169228,-0.071936,-0.109495,0.137849,0.077517,-0.188429,0.284599,-0.017782,0.099213,0.105649,0.144292,0.179766,0.034759,0.014802,-0.082178,-0.150959,-0.060394,-0.012093,0.016429,0.001101,-0.325526,-0.195832,-0.179518,0.097808,0.024507,0.053757,-0.139049,0.058823
-0.195352,-0.159801,-0.080007,-0.088896,0.134609,0.089227,-0.191232,0.253029,-0.014284,0.089115,0.113779,0.159700,0.165599,-0.011625,-0.005532,-0.063470,-0.144890,-0.044267,-0.028559,0.011621,-0.021915,-0.302128,-0.199120,-0.139976,0.103922,0.034699,0.002417,-0.145870,0.033015
-0.166970,-0.140947,-0.096149,-0.047700,0.128130,0.112646,-0.196839,0.189890,-0.007286,0.068918,0.130039,0.190515,0.137266,-0.104392,-0.046199,-0.026054,-0.132751,-0.012012,-0.061489,0.002006,-0.067948,-0.255333,-0.205697,-0.060890,0.116150,0.055084,-0.100263,-0.159511,-0.018599
-0.140161,-0.191153,-0.092510,-0.003600,0.113903,0.101700,-0.145321,0.204711,0.024199,0.001655,0.220143,0.216697,0.133977,-0.085865,-0.093606,-0.084459,-0.054760,0.021668,-0.065422,-0.035403,-0.048112,-0.215658,-0.172390,-0.094903,0.085831,0.055746,-0.098132,-0.121577,-0.028335
-0.126757,-0.216255,-0.090691,0.018450,0.106789,0.096227,-0.119561,0.212121,0.039942,-0.031976,0.265194,0.229789,0.132333,-0.076602,-0.117309,-0.113662,-0.015764,0.038508,-0.067389,-0.054108,-0.038195,-0.195820,-0.155737,-0.111909,0.070671,0.056077,-0.097067,-0.102610,-0.033203
-0.167974,-0.238493,-0.128596,0.129920,0.121984,0.144455,-0.138331,0.173336,0.054726,0.000546,0.312157,0.227297,0.175048,-0.010083,-0.140489,-0.141316,0.067855,0.049975,-0.049903,-0.051070,-0.030035,-0.127915,-0.192121,-0.365245,0.351573,-0.035183,-0.233831,-0.058062,-0.093781
-0.159233,-0.246534,-0.133715,0.133338,0.121018,0.136812,-0.132956,0.209550,0.065599,0.019622,0.363789,0.237466,0.176975,-0.055519,-0.161543,-0.138897,0.068541,0.064431,-0.047426,-0.051276,-0.026803,-0.119774,-0.217900,-0.374137,0.342048,-0.035893,-0.219611,-0.052663,-0.092351
-0.141750,-0.262617,-0.143955,0.140175,0.119087,0.121528,-0.122205,0.281979,0.087346,0.057774,0.467054,0.257803,0.180828,-0.146390,-0.203651,-0.134059,0.069913,0.093343,-0.042473,-0.051689,-0.020338,-0.103491,-0.269457,-0.391921,0.322999,-0.037315,-0.191173,-0.041865,-0.089491
-0.191003,-0.305956,-0.168097,0.184442,0.097670,0.108757,-0.016941,0.270196,0.067744,0.151621,0.451060,0.253185,0.217992,-0.140519,-0.247117,-0.152808,0.103471,0.082102,-0.002047,-0.026723,-0.013044,-0.092013,-0.248592,-0.410322,0.361449,-0.085884,-0.127232,-0.042024,-0.032817
-0.215630,-0.327625,-0.180168,0.206576,0.086961,0.102372,0.035690,0.264304,0.057943,0.198544,0.443063,0.250877,0.236574,-0.137584,-0.268850,-0.162183,0.120251,0.076482,0.018166,-0.014239,-0.009398,-0.086274,-0.238160,-0.419523,0.380673,-0.110169,-0.095262,-0.042104,-0.004480
-0.301036,-0.248728,-0.205558,0.226638,0.115377,0.105850,-0.076801,0.244800,0.057502,0.354243,0.472763,0.200870,0.225323,-0.295190,-0.313657,-0.074948,0.076110,0.095240,0.026543,-0.004180,0.035744,0.008035,-0.286487,-0.355546,0.363572,-0.145742,-0.098823,0.070641,-0.037232
-0.343709,-0.242748,-0.225833,0.239583,0.117764,0.109383,-0.119630,0.244213,0.052403,0.398602,0.479186,0.166167,0.218301,-0.284846,-0.303084,-0.046596,0.049508,0.069777,0.031915,-0.005163,0.041203,-0.013162,-0.330587,-0.339466,0.333830,-0.180585,-0.138230,0.075679,-0.028633
-0.429056,-0.230788,-0.266383,0.265474,0.122536,0.116449,-0.205288,0.243040,0.042207,0.487320,0.492030,0.096762,0.204257,-0.264160,-0.281940,0.010107,-0.003696,0.018851,0.042659,-0.007129,0.052120,-0.055557,-0.418788,-0.307306,0.274347,-0.250271,-0.217043,0.085756,-0.011436
-0.566689,-0.206021,-0.343531,0.338266,0.076100,0.130305,-0.220283,0.086692,0.037354,0.581886,0.558377,-0.011773,0.172144,-0.181174,-0.409569,0.138252,-0.099610,-0.080760,0.042205,-0.083740,0.073007,-0.055864,-0.537941,-0.171794,0.301477,-0.232879,-0.333073,0.057253,-0.020490
-0.635506,-0.193637,-0.382106,0.374662,0.052882,0.137232,-0.227780,0.008518,0.034928,0.629169,0.591550,-0.066041,0.156088,-0.139681,-0.473384,0.202324,-0.147567,-0.130565,0.041978,-0.122046,0.083451,-0.056017,-0.597517,-0.104038,0.315042,-0.224183,-0.391088,0.043001,-0.025017
-0.692440,-0.131306,-0.223284,0.178775,-0.147958,-0.005691,-0.261195,-0.142415,-0.035252,0.656378,0.558316,-0.083819,0.043547,-0.151726,-0.778935,0.311584,-0.322283,-0.132533,-0.001336,-0.058873,0.143533,-0.069065,-0.764304,0.623163,-0.030162,-0.122709,-0.109144,-0.142460,0.244726
-0.774534,-0.086857,-0.145007,0.196959,-0.171711,-0.050945,-0.267926,-0.244423,-0.078981,0.736468,0.554661,-0.082897,-0.078839,-0.164649,-0.758900,0.352926,-0.415142,-0.065539,-0.013363,-0.077578,0.131192,-0.112103,-0.825329,0.688809,-0.165044,-0.106674,-0.117033,-0.186602,0.285775
-0.938722,0.002043,0.011545,0.233326,-0.219215,-0.141452,-0.281387,-0.448438,-0.166440,0.896650,0.547349,-0.081052,-0.323611,-0.190495,-0.718830,0.435610,-0.600862,0.068449,-0.037416,-0.114989,0.106509,-0.198179,-0.947379,0.820101,-0.434808,-0.074604,-0.132811,-0.274884,0.367875
-1.036632,0.166621,0.247509,0.144037,-0.374295,-0.287989,-0.267530,-0.786052,-0.326277,0.921778,0.497885,-0.025692,-0.689584,-0.008388,-0.770470,0.629946,-0.994451,0.138457,-0.045866,-0.210277,0.074199,-0.304123,-1.145406,1.202561,-0.807973,0.067137,-0.144180,-0.443730,0.488699
-1.085587,0.248911,0.365491,0.099392,-0.451835,-0.361258,-0.260602,-0.954860,-0.406195,0.934342,0.473152,0.001988,-0.872571,0.082665,-0.796291,0.727114,-1.191245,0.173462,-0.050090,-0.257921,0.058043,-0.357095,-1.244420,1.393790,-0.994556,0.138008,-0.149865,-0.528154,0.549111
-1.377863,0.712111,0.955165,-0.292890,-0.590857,-0.564638,-0.836112,-1.528367,-0.693980,1.029430,0.280951,0.311328,-1.647010,-0.060746,-0.678921,0.992128,-1.872842,0.084087,-0.171721,-0.306025,0.034550,-0.526026,-1.767438,1.950864,-0.820055,0.299255,-0.547902,-0.906445,0.536157
-1.376575,0.903256,1.121496,-0.472832,-0.690697,-0.710969,-0.857607,-1.813661,-0.639869,0.948497,0.169584,0.378646,-1.965159,-0.087481,-0.642216,1.023076,-2.079430,0.143751,-0.224061,-0.423874,-0.115922,-0.690280,-1.693289,1.996232,-1.200920,0.290975,-0.705481,-0.926327,0.108449
-1.374000,1.285547,1.454158,-0.832715,-0.890377,-1.003632,-0.900597,-2.384251,-0.531645,0.786631,-0.053148,0.513282,-2.601457,-0.140952,-0.568807,1.084973,-2.492605,0.263080,-0.328743,-0.659574,-0.416868,-1.018790,-1.544992,2.086968,-1.962651,0.274415,-1.020640,-0.966092,-0.746968
-1.237497,1.805908,2.045003,-1.463489,-0.864058,-1.373278,-1.227718,-3.458316,-0.453011,0.090249,-0.404364,0.507652,-3.640623,0.275120,0.016606,1.184732,-3.199934,0.213861,-0.513733,-1.254210,-0.523397,-1.405173,-1.507945,1.302115,-3.613919,0.060074,-1.432634,-0.973406,-2.418584
-1.169246,2.066088,2.340426,-1.778876,-0.850898,-1.558101,-1.391279,-3.995348,-0.413693,-0.257943,-0.579972,0.504838,-4.160206,0.483156,0.309312,1.234612,-3.553598,0.189251,-0.606228,-1.551528,-0.576661,-1.598364,-1.489422,0.909689,-4.439553,-0.047096,-1.638631,-0.977063,-3.254392
-0.900211,2.169804,2.566148,-2.847160,-0.520092,-1.931936,-1.873485,-4.062052,-0.089772,-1.255805,-0.052035,0.676107,-5.423956,1.177380,1.097635,1.473841,-4.026902,0.033161,-0.951270,-2.718171,-0.546940,-1.375126,0.156993,-1.033666,-8.218680,-0.258296,-1.201366,-0.339941,-5.689030
-0.986529,1.785955,2.408196,-2.963902,-0.353691,-1.822830,-1.894425,-3.335977,-0.076553,-0.859613,0.172698,0.575552,-5.346223,1.098814,1.156700,1.496409,-3.822749,-0.001437,-0.884071,-2.745260,-0.467556,-1.423855,0.330394,-1.223044,-7.917176,-0.254588,-0.757644,-0.388108,-5.387333
-1.159164,1.018258,2.092292,-3.197386,-0.020889,-1.604617,-1.936304,-1.883826,-0.050116,-0.067229,0.622163,0.374444,-5.190756,0.941682,1.274831,1.541545,-3.414443,-0.070633,-0.749673,-2.799439,-0.308787,-1.521313,0.677195,-1.601799,-7.314168,-0.247172,0.129800,-0.484443,-4.783938
-1.046939,0.165983,1.759610,-3.023255,-0.048624,-1.201502,-1.529907,-0.543756,-0.057343,0.807237,1.638743,0.328091,-4.147461,0.259758,0.923080,1.269727,-2.162516,-0.064645,-0.632595,-2.682303,0.158030,-1.332006,0.686268,-0.993769,-4.382655,-0.032899,0.497665,-0.819561,-2.244461
-0.990826,-0.260155,1.593270,-2.936190,-0.062492,-0.999945,-1.326708,0.126278,-0.060956,1.244470,2.147032,0.304915,-3.625814,-0.081204,0.747205,1.133818,-1.536552,-0.061651,-0.574055,-2.623734,0.391438,-1.237353,0.690805,-0.689753,-2.916898,0.074237,0.681597,-0.987120,-0.974722
-1.126525,-0.860103,0.936951,-3.142636,0.064577,-0.754397,-1.336014,1.492841,0.175221,2.433000,2.586050,-0.021893,-1.893464,-0.725384,0.393248,0.530280,-1.600789,-0.556689,0.201304,-1.955978,1.268787,-1.130467,-0.149741,-0.044149,-0.852629,-0.019096,0.291259,-1.045987,0.960550
-1.119177,-1.068817,0.978625,-2.764684,0.288009,-0.639261,-0.979641,1.756349,0.162184,2.344253,2.543578,-0.133621,-1.826743,-0.831598,0.148282,0.619181,-1.780285,-0.315701,0.299512,-1.860468,1.446502,-1.032826,0.257704,0.108628,-1.681346,0.149173,0.673552,-1.387258,1.498514
-1.104482,-1.486244,1.061971,-2.008781,0.734873,-0.408989,-0.266894,2.283366,0.136110,2.166760,2.458634,-0.357077,-1.693302,-1.044028,-0.341650,0.796983,-2.139276,0.166274,0.495926,-1.669448,1.801932,-0.837545,1.072594,0.414181,-3.338782,0.485711,1.438138,-2.069798,2.574441
-0.738248,-1.626129,0.804937,-1.884812,1.107288,0.230112,-0.393672,2.849736,0.178354,1.529958,2.959430,-0.664419,-0.673934,-1.140182,0.693388,-0.373475,-1.363221,0.281217,0.480850,-1.103168,1.524868,-0.184785,1.748451,1.472149,-2.135001,0.223642,1.194367,-1.040395,2.184638
-0.555131,-1.696071,0.676420,-1.822827,1.293496,0.549662,-0.457061,3.132921,0.199476,1.211557,3.209828,-0.818090,-0.164250,-1.188260,1.210907,-0.958704,-0.975194,0.338689,0.473312,-0.820028,1.386335,0.141596,2.086380,2.001134,-1.533110,0.092607,1.072482,-0.525693,1.989736
-0.483837,-0.327611,0.340009,-0.883732,1.465260,0.296957,-0.727636,2.873557,-0.116094,0.190163,-0.151477,-0.522764,-0.827453,-0.410318,-0.415646,-0.341460,-1.984953,-0.195657,-0.078632,-1.703541,2.026327,-0.079145,5.632266,0.115936,-2.314605,0.176293,1.517198,-0.749727,1.658285
-0.492360,-0.109605,0.323367,-0.527923,1.138162,0.358402,-0.616323,2.418511,-0.077945,0.301309,-0.289117,-0.981081,-0.741271,-0.417260,-0.329025,-0.496515,-1.414397,-0.092537,-0.133431,-1.513298,2.084445,0.207986,7.325769,0.078087,-1.351134,0.197231,1.463377,-0.449058,1.640279
-0.509407,0.326409,0.290081,0.183696,0.483968,0.481291,-0.393698,1.508420,-0.001646,0.523599,-0.564398,-1.897714,-0.568909,-0.431145,-0.155783,-0.806626,-0.273285,0.113703,-0.243028,-1.132811,2.200681,0.782248,10.712774,0.002389,0.575808,0.239109,1.355736,0.152282,1.604268
0.010225,0.773404,0.779872,1.671167,1.167218,0.570481,1.188690,2.787275,0.434096,0.424441,-1.820846,-2.297293,0.057248,-0.889157,0.622837,-0.446088,1.157298,-0.071481,-0.521414,-0.650406,3.858600,1.760710,23.902781,-1.281153,1.133404,1.747946,3.283464,0.833935,2.959064
0.270041,0.996901,1.024767,2.414903,1.508842,0.615076,1.979884,3.426703,0.651966,0.374862,-2.449070,-2.497082,0.370327,-1.118163,1.012147,-0.265819,1.872590,-0.164074,-0.660607,-0.409203,4.687559,2.249941,30.497784,-1.922924,1.412202,2.502365,4.247329,1.174762,3.636462
0.272142,0.504916,-1.425412,1.312636,-0.661818,1.675338,-0.755734,0.871996,-0.055496,-0.583366,-1.031783,0.338165,-0.393514,0.170925,-0.737717,-1.170131,3.513715,-0.400665,-0.197384,1.698523,-1.080278,1.040334,4.853577,-1.533369,3.719619,-0.153690,-0.031471,2.682793,-2.596651
0.357912,0.264637,-1.615007,1.654302,-0.976517,1.434465,-0.593464,0.596815,0.054731,-0.733132,-0.624551,0.226942,0.139211,0.060801,-0.692931,-1.385360,3.574684,-0.073045,0.041258,2.265031,-1.889830,1.292315,0.327283,-1.523043,4.389842,-0.103182,-0.655675,1.897690,-2.441030
0.529450,-0.215920,-1.994198,2.337634,-1.605916,0.952719,-0.268924,0.046451,0.275186,-1.032663,0.189913,0.004496,1.204662,-0.159447,-0.603360,-1.815820,3.696622,0.582195,0.518542,3.398048,-3.508936,1.796275,-8.725305,-1.502391,5.730289,-0.002165,-1.904083,0.327484,-2.129787
1.100805,-0.025645,-1.970307,2.711661,-0.743352,0.757852,0.514723,0.511621,0.209578,-1.898206,-1.204936,-0.145095,1.988040,0.488305,-0.111456,-1.120372,3.153610,0.445506,0.339699,2.739490,-2.910618,1.532031,-9.668430,-0.925318,3.420495,-0.753889,-2.328214,-0.043692,-1.322435
1.386482,0.069492,-1.958361,2.898675,-0.312071,0.660418,0.906547,0.744206,0.176773,-2.330977,-1.902360,-0.219891,2.379729,0.812181,0.134497,-0.772649,2.882103,0.377161,0.250278,2.410212,-2.611459,1.399909,-10.139993,-0.636781,2.265598,-1.129751,-2.540279,-0.229281,-0.918759
